trailing_per,trailing_eps,forward_per_consensus,forward_eps_consensus,current_pbr,current_bps,close,market_cap,business_overview,business_keywords,roe_estimate,source_url,source_id,quality_flag,as_of,ticker,company,sector,in_kospi200,py_end_per,py_end_eps,roe_2y,roe_1y,roe_current,pbr_band_low,pbr_band_high,update_note,pbr_5y_min,current_pbr_from_history
19.76,1111.0,17.0,1265.0,1.58,13892.41,21950.0,104727.0,"기업개요 동사는 2016년 준비법인 설립 후 2017년 인터넷전문은행으로 정식 영업을 시작한 국내 대표 인터넷전문은행임. 예·적금, 신용대출, 주택담보대출, 해외송금, 체크카드 등 은행업 서비스와 함께 주식계좌 개설, 대출비교 플랫폼, 제휴 신용카드, 펀드 가입 등 플랫폼 비즈니스를 영위하고 있음. 2026년 1분기 기준 MAU 2,055만명, 고객수 2,727만명 이상을 확보하였으며, 수신 69.4조원, 여신 47.7조원 규모를 달성함.",플랫폼·인터넷;금융·보험,0.0911,https://finance.naver.com/item/main.naver?code=323410,NAVER_PUBLIC,OK,2026-09-01,323410,카카오뱅크,,Y,,,,,,1.5835985261016627,2.1234616599999576,Public Naver pull; history-dependent fields require BPS history input.,1.1409107563050616,1.5799994385423408
7.43,3565.0,6.0,4514.0,1.0,26500.0,26500.0,97839.0,"기업개요 동사는 1969년 한보증권으로 설립되고, 2014년 우리투자증권과 NH농협증권 합병을 통해 현재 NH투자증권으로 출범함. 투자매매업, 투자중개업, 신탁업 등을 영위하며, 자산관리, 기업금융 및 M&A 자문, 상품운용과 자본 투자로 구성됨. Retail 성장동력 확보 위해 IMA 사업자 인가 추진 중이며, 대체거래소 넥스트레이드 설립 등 자본시장 선진화에 대응하고 있음.",금융·보험,0.1703,https://finance.naver.com/item/main.naver?code=005940,NAVER_PUBLIC,OK,2026-09-01,005940,NH투자증권,,Y,,,,,,0.36928301886792453,0.7510943396226416,Public Naver pull; history-dependent fields require BPS history input.,0.3222641509433962,1.0
-693.0,,32.0,909.0,1.01,28465.35,28750.0,105863.0,"기업개요 동사는 1962년 대한항공공사로 설립되어 1969년 민영 전환되었으며, 아시아나항공, 진에어 등 29개 종속회사를 보유하고 있음. 총 165대 항공기를 보유하고 국내 10개, 해외 38개국 106개 도시에 취항하여 여객·화물사업을 영위하며, 항공우주사업을 통해 시너지를 창출하고 있음. 항공우주사업본부는 군용기 MRO, 항공기체, 무인기 개발·제조 사업을 수행하며 소형 드론부터 무인협동전투기까지 다양한 플랫폼을 개발·생산하고 있음.",플랫폼·인터넷,0.0319,https://finance.naver.com/item/main.naver?code=003490,NAVER_PUBLIC,OK,2026-09-01,003490,대한항공,,Y,,,,,,0.7781390357048131,0.9316590170154241,Public Naver pull; history-dependent fields require BPS history input.,0.6797738302884033,1.0099998770434933
22.89,13543.0,15.0,20817.0,1.6,193750.0,310000.0,96720.0,"기업개요 동사는 1962년 한국케이블공업주식회사로 설립되어 1977년 상장된 지주회사로, 주식 소유를 통해 국내 회사의 사업을 지배하고 있음. 연결대상 종속회사로 전선, 일렉트릭, 엠트론, 아이앤디, 글로벌, 엠앤엠 사업부문이 있으며, 자회사 배당금과 LS상표권 사용료가 수입원임. 사업은 전선·전력·통신, 전력·자동화·금속·IT, 기계·부품, 전기동·귀금속·화성 등으로 세분화하고 있음.",전력·에너지,0.1074,https://finance.naver.com/item/main.naver?code=006260,NAVER_PUBLIC,OK,2026-09-01,006260,LS,,Y,,,,,,0.33630967741935486,0.9250064516129033,Public Naver pull; history-dependent fields require BPS history input.,0.24670967741935484,1.6
11.74,4709.0,11.0,5227.0,1.35,40962.96,55300.0,97285.0,"기업개요 동사는 2000년 ㈜대우의 무역부문 인적분할로 설립되었으며, 국내 4개사와 해외 40개사 등 총 44개 종속회사를 보유한 글로벌 종합사업회사임. 130여 개 해외 네트워크와 마케팅 역량을 바탕으로 에너지, 소재, 식량, 신성장산업 등 다양한 분야에서 사업을 영위하고 있음. 2025년 구동모터코아 멕시코 2공장 및 폴란드 공장 준공, 인도네시아 팜오일 기업 인수 등으로 투자사업을 확대하여 안정적인 사업포트폴리오를 구축하고 있음.",전력·에너지;화학·소재,0.1276,https://finance.naver.com/item/main.naver?code=047050,NAVER_PUBLIC,OK,2026-09-01,047050,포스코인터내셔널,,Y,,,,,,0.5587975087737801,1.3949187265763998,Public Naver pull; history-dependent fields require BPS history input.,0.4369801401070626,1.3500000976491933
27.22,7459.0,26.0,7859.0,10.2,19901.96,203000.0,91011.0,"기업개요 동사는 2016년 현대중공업의 조선, 엔진, 전기전자 사업부 AS사업 양수로 설립되어, 2024년 유가증권시장에 상장함. HD현대그룹 건조 선박에 대해 독점적 정품 AS 사업자 지위를 보유하고 유럽/미주/싱가포르/중동에 해외법인을 운영하고 있음. 신조선 인도 이후 선박 생애주기 전반의 서비스를 제공하며, AM솔루션, 벙커링, 친환경솔루션, 디지털솔루션을 영위하고 있음.",조선·해양;금융·보험,0.3949,https://finance.naver.com/item/main.naver?code=443060,NAVER_PUBLIC,OK,2026-09-01,443060,HD현대마린솔루션,,Y,,,,,,6.984236728442827,10.40098563156594,Public Naver pull; history-dependent fields require BPS history input.,5.170345031343647,10.20000040197046
13.54,3383.0,12.0,3777.0,1.79,25586.59,45800.0,89768.0,"기업개요 동사는 1970년 플랜트 건설, 산업기계 제작 판매, 기술서비스 영위를 목적으로 설립되었고, 1996년 유가증권시장에 상장함. 타당성 검토부터 시공, 시운전까지 플랜트 전 분야 종합 솔루션을 제공하는 글로벌 EPC 전문기업으로, 화공, 첨단산업, New Energy 부문으로 구분됨. 주요 고객은 Aramco, ADNOC, 삼성전자 등이며, 2022년부터 New Energy 비즈니스 모델 구축과 미래 에너지 기술 확보하고 있음.",건설·인프라;금융·보험;전력·에너지,0.1476,https://finance.naver.com/item/main.naver?code=028050,NAVER_PUBLIC,OK,2026-09-01,028050,삼성E&A,,Y,,,,,,0.8731136114660062,1.1435677829675623,Public Naver pull; history-dependent fields require BPS history input.,0.640179093814377,1.7900001524235938
6.52,13546.0,5.0,19244.0,0.97,91030.93,88300.0,78851.0,"기업개요 동사는 1992년 삼성그룹에 편입되어 국제증권에서 삼성증권주식회사로 상호를 변경하였으며, 1988년 유가증권시장에 상장하였음. 국내 자회사 1개(삼성선물), 해외 자회사 3개(홍콩, 런던, 뉴욕), 해외사무소 2개를 두고 영업활동을 영위하고 있음. 동사는 자본시장과 금융투자업에 관한 법률에 의거하여 투자매매업, 투자중개업, 투자자문업, 투자일임업, 신탁업을 영위하고 있음.",금융·보험,0.2114,https://finance.naver.com/item/main.naver?code=016360,NAVER_PUBLIC,OK,2026-09-01,016360,삼성증권,,Y,,,,,,0.3915152794769866,0.8056602299899607,Public Naver pull; history-dependent fields require BPS history input.,0.3328538992186502,0.969999976930918
6.88,9792.0,6.0,10383.0,0.61,110491.8,67400.0,83491.0,"기업개요 동사는 2012년 한국타이어월드와이드(현 한국앤컴퍼니)의 타이어 부문이 인적분할되어 설립된 글로벌 자동차 부품 기업임. 타이어 제조·판매, 자동차용 열 에너지 관리 시스템 부품 제조·판매, 일반기계·금형·프로토타입 제조·판매의 사업부문으로 구성됨. 타이어 부문은 국내 시장점유율 1위와 Global Top 10 이내를 유지하며, 자동차 열 관리 시스템 부문은 한온시스템을 통해 국내 자동차용 공조제품 시장 1위를 지키고 있음.",전장부품;자동차;전력·에너지,0.094,https://finance.naver.com/item/main.naver?code=161390,NAVER_PUBLIC,OK,2026-09-01,161390,한국타이어앤테크놀로지,,Y,,,,,,0.3221053508043131,0.4782255334785026,Public Naver pull; history-dependent fields require BPS history input.,0.2819213733507826,0.6100000181008908
35.32,4142.0,27.0,5407.0,1.81,80828.73,146300.0,85574.0,"기업개요 동사는 2006년 (주)아모레퍼시픽그룹을 인적분할하여 설립되었으며, 2024년 코스알엑스를 인수하여 글로벌 사업 경쟁력을 강화함. 화장품 사업부문에서는 설화수, 헤라, 라네즈 등 럭셔리 및 프리미엄 브랜드를, H&B 사업부문에서는 려, 미쟝센 등 생활용품 브랜드로 사업을 전개하고 있음. 미주, EMEA 등 성장 잠재력이 큰 지역 중심의 '글로벌 리밸런싱' 전략에 집중하며, 지속가능경영과 기후 위기 해결을 위해 노력하고 있음.",,0.0669,https://finance.naver.com/item/main.naver?code=090430,NAVER_PUBLIC,OK,2026-09-01,090430,아모레퍼시픽,,Y,,,,,,1.4591346418532125,1.8928913023871587,Public Naver pull; history-dependent fields require BPS history input.,1.1320232298589872,1.8099999839166099
-453.0,,,,2.61,49731.8,129800.0,86657.0,"기업개요 동사는 2013년 ㈜대한항공으로부터 인적분할 방식으로 설립된 지주회사로, 주요자회사로 ㈜대한항공, ㈜한진을 보유하고 있음. 주요자회사 ㈜대한항공은 여객·화물·항공우주사업을 영위하며 국내외 항공운송 서비스를 제공하고, ㈜한진은 택배·물류·글로벌·에너지사업을 통해 종합물류 서비스를 제공함. 주요종속회사 ㈜칼호텔네트워크는 특1급 호텔을 운영하고, 정석기업㈜는 빌딩 종합관리 및 부동산 임대사업을 영위하고 있음.",유통·물류;전력·에너지,0.138,https://finance.naver.com/item/main.naver?code=180640,NAVER_PUBLIC,OK,2026-09-01,180640,한진칼,,Y,,,,,,0.9157118785163617,2.215081698229302,Public Naver pull; history-dependent fields require BPS history input.,0.7108127998584406,2.610000040215717
40.58,2738.0,30.0,3712.0,9.49,11707.06,111100.0,81557.0,"기업개요 동사는 1972년 설립되어 2003년 유가증권시장에 상장된 PCB 전문 제조기업임. 고다층 MLB PCB를 주요 생산하며, 전체 매출의 97% 이상을 수출로 구성하고 AI 가속기·서버·네트워크 스위치 등 데이터센터용 초고다층 PCB를 글로벌 대기업에 공급하고 있음. 다중적층 기술 경쟁력 강화를 위해 5공장 증설 투자를 진행하고 중국·태국 법인 중심으로 생산거점을 최적화하며 글로벌 공급망 안정성을 확보하고 있음.",금융·보험,0.3171,https://finance.naver.com/item/main.naver?code=007660,NAVER_PUBLIC,OK,2026-09-01,007660,이수페타시스,,Y,,,,,,0.5889608492653151,5.779418573066175,Public Naver pull; history-dependent fields require BPS history input.,0.2823937008950155,9.490000051251126
-8743.0,,41.0,4370.0,2.21,80542.99,178000.0,76730.0,"기업개요 동사는 2005년 설립된 엔터테인먼트 기업으로, 2020년 유가증권시장에 상장하였음. 한국, 일본, 미국, 멕시코 등에 16개 독립 레이블을 운영하며, 방탄소년단, 세븐틴, 투모로우바이투게더, 엔하이픈, 르세라핌, 뉴진스 등 글로벌 아티스트를 보유하고 있음. 매출은 음반·음원, 공연, 광고·출연료, MD 및 라이선싱, 콘텐츠, 팬클럽 등으로 구분되며, 음악, 플랫폼, 테크기반 미래성장 세 가지 주요 영역으로 사업을 운영하고 있음.",금융·보험;플랫폼·인터넷,0.0543,https://finance.naver.com/item/main.naver?code=352820,NAVER_PUBLIC,OK,2026-09-01,352820,하이브,,Y,,,,,,2.2877223703763665,3.552140291787032,Public Naver pull; history-dependent fields require BPS history input.,1.3967696009298884,2.2099999019157344
-881.0,,20.0,1691.0,0.65,50923.08,33100.0,74439.0,"기업개요 동사는 1965년 한국화성공업을 전신으로, 1974년 한양화학지주를 설립하였으며, 현재 429개의 종속회사를 보유한 종합 에너지·화학 기업임. 기초소재, 신재생에너지, 가공소재, 전자소재 및 부동산 개발 등 다양한 부문으로 구성됨. 북미 최초 통합생산단지 '솔라허브' 구축, AEM 수전해 기술개발 및 VPP 사업 등을 통해 Total Energy Solution Provider로의 전환을 가속하고 있음.",화학·소재;전력·에너지,0.0332,https://finance.naver.com/item/main.naver?code=009830,NAVER_PUBLIC,OK,2026-09-01,009830,한화솔루션,,Y,,,,,,0.5024676433554294,0.9272887657227333,Public Naver pull; history-dependent fields require BPS history input.,0.28617671986847615,0.6499999607250779
5.67,49724.0,4.0,69526.0,1.07,263551.4,282000.0,73963.0,"기업개요 동사는 2000년 자본시장과 금융투자업법에 의해 설립된 최초의 온라인 종합증권사로, 2004년 코스닥 상장 후 2009년 유가증권시장으로 이전함. 저비용 고효율 사업구조와 최대 온라인 고객 기반을 바탕으로 2005년 이후 주식 위탁매매 시장점유율 1위를 유지하고 있음. 투자매매업, 투자중개업 등 금융투자업을 영위하며, 키움저축은행 등 197개 종속회사를 보유하고 있음.",금융·보험,0.2638,https://finance.naver.com/item/main.naver?code=039490,NAVER_PUBLIC,OK,2026-09-01,039490,키움증권,,Y,,,,,,0.3517340450477592,0.9106383043307688,Public Naver pull; history-dependent fields require BPS history input.,0.26560283876314067,1.0700000075886524
15.25,4969.0,15.0,4899.0,2.41,31452.28,75800.0,73439.0,"기업개요 동사는 1987년 설립된 LG그룹 IT서비스 계열사로 19개 비상장 종속회사를 보유하고 있으며, 2025년 유가증권시장에 상장할 계획임. 클라우드&AI, 스마트 엔지니어링, Digital Business Service 영역의 IT서비스를 영위하며, 기업의 디지털 혁신 서비스를 제공하고 있음. 제조, 물류, 시티 등 스마트 엔지니어링 분야에서 DX 추진 및 로봇 사업 확장을 통해 RX 분야 선도 입지를 다지고 있음.",금융·보험;유통·물류,0.1558,https://finance.naver.com/item/main.naver?code=064400,NAVER_PUBLIC,OK,2026-09-01,064400,LG씨엔에스,,Y,,,,,,1.7556755821835492,2.3527706099526013,Public Naver pull; history-dependent fields require BPS history input.,1.5372494458271388,2.410000165329827
10.23,9563.0,10.0,10166.0,1.79,54636.87,97800.0,69210.0,"기업개요 동사는 1989년 정수기, 가정용 기기 제조·판매를 목적으로 설립되었고, 2001년 유가증권시장에 상장됨. 국내외 20개 종속회사를 보유하며, 말레이시아, 미국, 중국, 태국, 인도네시아, 베트남, 유럽, 싱가포르, 인도 등에서 해외사업을 영위하고 있음. 정수기, 공기청정기, 비데 등 환경가전을 생산·판매하며, 1998년 업계 최초로 렌탈 비즈니스를 도입하고 차별화된 서비스를 제공함.",금융·보험;가전·TV,0.1861,https://finance.naver.com/item/main.naver?code=021240,NAVER_PUBLIC,OK,2026-09-01,021240,코웨이,,Y,,,,,,1.008476510458963,1.5813497369084286,Public Naver pull; history-dependent fields require BPS history input.,0.7494938857222238,1.7900000494171793
28.25,2927.0,39.0,2112.0,2.59,31930.5,82700.0,60880.0,"기업개요 동사는 1926년 설립된 국내 대표 제약기업으로, 1962년 유가증권시장에 상장했음. 주요 종속회사로 유한화학과 와이즈메디가 있으며, 의약품, 화학약품, 공업약품, 수의약품, 생활용품 등의 제조 및 판매를 영위하고 있음. 약품사업부문에서는 비소세포폐암 치료제 렉라자 등을, 헬스케어사업부문에서는 유한락스 등 생활용품을, 해외사업부문에서는 에이즈·C형간염 치료제 원료의약품 수출을 담당하고 있음.",바이오·제약;금융·보험;화학·소재,0.0661,https://finance.naver.com/item/main.naver?code=000100,NAVER_PUBLIC,OK,2026-09-01,000100,유한양행,,Y,,,,,,1.675582906625327,3.554595136311677,Public Naver pull; history-dependent fields require BPS history input.,1.5136624857111538,2.590000156590094
17.38,5120.0,21.0,4176.0,6.82,13049.85,89000.0,69698.0,"기업개요 동사는 2011년 SK 주식회사의 Life Science 사업부문을 물적분할하여 설립된 신약개발 전문기업임. 2020년 유가증권시장에 상장하고, SK Life Science, Inc. 등 종속회사를 보유하고 있음. CNS 분야 뇌전증 치료 신약 세노바메이트와 수면장애 치료제 솔리암페톨을 개발하여 미국 FDA 승인을 받고 글로벌 시장에 기술수출 계약을 체결하고 있음.",바이오·제약;금융·보험,0.32,https://finance.naver.com/item/main.naver?code=326030,NAVER_PUBLIC,OK,2026-09-01,326030,SK바이오팜,,Y,,,,,,5.935700410349544,7.98016835442553,Public Naver pull; history-dependent fields require BPS history input.,4.176293214098246,6.820001762472366
-1362.0,,12.0,1361.0,1.83,9191.26,16820.0,69114.0,"기업개요 동사는 2000년 (주)대우의 건설부문이 인적분할 방식으로 신설법인으로 설립되었으며, 현재 30개의 연결대상 종속회사를 보유하고 있음. 동사는 도로, 철도 등 사회기반시설을 건설하는 토목사업과 아파트, 오피스텔, 오피스 등을 건설하는 건축사업, Oil&Gas 관련 시설 및 발전소, 산업설비를 건설하는 플랜트사업을 영위하고 있음. 종속회사를 통해 호텔사업, 강교 및 철골사업, 해외개발사업 등을 수행하고 있음.",건설·인프라;전력·에너지,0.1481,https://finance.naver.com/item/main.naver?code=047040,NAVER_PUBLIC,OK,2026-09-01,047040,대우건설,,Y,,,,,,0.4056027138825362,0.6678083309578883,Public Naver pull; history-dependent fields require BPS history input.,0.339452915051908,1.8299993689657348
12.22,1246.0,9.0,1729.0,0.71,21436.62,15220.0,64597.0,"기업개요 동사는 1996년 무선통신업을 영위할 목적으로 설립되었으며, 2019년 LG헬로비전 지분 50%+1주를 취득하여 유료방송 시장 통합 추세에 대응하고 있음. 주요종속회사로 방송통신서비스의 LG헬로비전, 미디어 및 MVNO 사업의 미디어로그, 전기차 충전 인프라 사업의 LG유플러스볼트업을 보유하고 있음. 동사는 모바일, 스마트홈, 기업인프라 등의 사업을 영위하며 5G 기술을 바탕으로 미래 성장동력을 발전시키고 있음.",건설·인프라;스마트폰;전력·에너지,0.0807,https://finance.naver.com/item/main.naver?code=032640,NAVER_PUBLIC,OK,2026-09-01,032640,LG유플러스,,Y,,,,,,0.47722075588408996,0.6896609633421688,Public Naver pull; history-dependent fields require BPS history input.,0.44736530292555454,0.7099999906701709
14.92,8601.0,7.0,18931.0,0.85,150941.18,128300.0,68420.0,"기업개요 동사는 1952년 설립되어 1976년 유가증권시장에 상장된 기업으로, 화약제조업을 기반으로 사업을 확장해 왔음. 방산ㆍ조선ㆍ해양ㆍ에너지ㆍ금융 등의 사업부문에 보다 전문화된 사업적 역량, 투자 재원 등을 집중하여 사업적 전문성 및 고도화를 추구함. 화약제조업 부문에서는 산업용 화약, 방산, 항공엔진 등을, 금융업 부문에서는 생명보험, 손해보험, 금융투자 등을 운영하고 있음.",금융·보험;방산;조선·해양,0.1254,https://finance.naver.com/item/main.naver?code=000880,NAVER_PUBLIC,OK,2026-09-01,000880,한화,,Y,,,,,,0.2141761446412437,0.6666437879974173,Public Naver pull; history-dependent fields require BPS history input.,0.176161336488823,0.8499999801247082
70.72,649.0,46.0,994.0,3.15,14571.43,45900.0,62090.0,"기업개요 동사는 2017년 ㈜카카오 핀테크사업부를 분사하여 설립된 핀테크 기업으로, 2014년 국내 최초 간편결제 서비스를 론칭하며 핀테크 시장을 선도하고 있음. 주요 종속회사로 카카오페이증권, 카카오페이손해보험 등 4개사를 보유하고 있음. 카카오페이 플랫폼을 통해 결제서비스, 금융서비스(대출비교, 투자, 보험) 및 플랫폼서비스(광고, 카드추천, 통신중개)를 영위하고 있음.",금융·보험;플랫폼·인터넷,0.0682,https://finance.naver.com/item/main.naver?code=377300,NAVER_PUBLIC,OK,2026-09-01,377300,카카오페이,,Y,,,,,,2.235195859294524,4.497842696289933,Public Naver pull; history-dependent fields require BPS history input.,1.5029410291234284,3.1499996911765007
11.95,5197.0,11.0,5868.0,0.76,81710.53,62100.0,59526.0,"기업개요 동사는 2014년 설립되어 2016년 상장된 외국기업지배지주회사로, 북미, 유럽, 아시아 등 26개 종속회사를 보유하고 있음. 연결기준으로 Compact Equipment, Portable Power, Material Handling 제품군과 건설·산업기계용 유압기기를 생산·판매하고 있음. 신제품 개발, 환경규제 대응, IT 기술 응용 등 R&D를 지속하며, 콤팩트 트랙터 출시 및 모어 사업 인수로 포트폴리오를 다각화하고 있음.",건설·인프라,0.0718,https://finance.naver.com/item/main.naver?code=241560,NAVER_PUBLIC,OK,2026-09-01,241560,두산밥캣,,Y,,,,,,0.47411270004000705,0.6990531085773156,Public Naver pull; history-dependent fields require BPS history input.,0.3487922548048581,0.7599999657326908
10.01,12944.0,11.0,12291.0,1.26,102857.14,129600.0,62106.0,"기업개요 동사는 2017년 현대중공업 건설장비사업부문이 인적분할해 설립되었고, 2026년 HD현대인프라코어를 흡수합병해 시너지와 주주가치 극대화를 추진하고 있음. 지배기업 HD건설기계와 종속기업 25개사는 건설기계 및 부품을 제작·판매하며, 국내외에서 생산·마케팅·판매 활동을 하고 있음. 건설기계 핵심부품 개발과 배기·연비규제 선도 엔진 개발에 주력하며, 전기 굴착기 등 친환경 제품 개발로 시장경쟁력을 확대하고 있음.",건설·인프라,0.1195,https://finance.naver.com/item/main.naver?code=267270,NAVER_PUBLIC,OK,2026-09-01,267270,HD건설기계,,Y,,,,,,0.4270000118611115,0.9026111361836426,Public Naver pull; history-dependent fields require BPS history input.,0.31111111975308664,1.260000035000001
8.64,5332.0,9.0,5262.0,0.56,82232.14,46050.0,53353.0,"기업개요 동사는 1983년 설립된 여신전문금융회사로, 삼성생명보험을 지배기업으로 하며 약 1,352만명의 신용카드회원과 306만개의 가맹점을 기반으로 카드사업을 하고 있음. 카드사업은 신용카드 서비스와 카드대출을, 할부리스사업은 자동차·내구재 할부금융과 오토리스·장기렌터카 서비스를 제공함. 동사는 창의적 카드상품과 개인화 마케팅을 추진하고, 업계 최초 365일 카드 심사·발급 체계 도입 등 디지털 혁신을 통해 시장을 선도하고 있음.",금융·보험;자동차,0.064,https://finance.naver.com/item/main.naver?code=029780,NAVER_PUBLIC,OK,2026-09-01,029780,삼성카드,,Y,,,,,,0.37637352013458486,0.591009792521513,Public Naver pull; history-dependent fields require BPS history input.,0.3465798166021217,0.5600000194571125
29.04,16942.0,24.0,20087.0,4.45,110561.8,492000.0,63030.0,"기업개요 동사는 2010년 한미사이언스의 의약품 제조 및 판매 사업부문을 인적분할하여 설립되었음. 연결대상 종속회사로는 원료의약품 전문회사 한미정밀화학, 중국 현지법인 북경한미약품유한공사, HS North America Ltd. 등 국내외 4개사를 보유하고 있음. 의약품 제조 및 판매를 주 목적사업으로 하며, 주요 제품으로는 복합고혈압치료제 '아모잘탄', 복합고지혈증치료제 '로수젯', 역류성식도염치료제 '에소메졸' 등이 있음.",바이오·제약;화학·소재,0.1817,https://finance.naver.com/item/main.naver?code=128940,NAVER_PUBLIC,OK,2026-09-01,128940,한미약품,,Y,,,,,,2.3484006229999874,3.1376117248452906,Public Naver pull; history-dependent fields require BPS history input.,1.995743556997082,4.449999909552847
-82.0,,59.0,489.0,2.97,9646.46,28650.0,56151.0,"기업개요 동사는 1941년에 대한민국 최초의 조선전선으로 시작하여 1955년 종합 전선회사로 설립되었음. 2025년 해저케이블 포설선 확보 및 시공법인 인수로 설계·제조·포설 일괄 수행체계를 구축하고, 초고압케이블, 전력선 등 생산·판매하며 해외시장을 확장하고 있음. 동사는 500kV급 지중 초고압 전력케이블 턴키역량을 보유하고 525kV HVDC 케이블 국제인증 및 해저케이블 설비 투자로 기술 경쟁력을 강화하고 있음.",조선·해양;전력·에너지,0.0507,https://finance.naver.com/item/main.naver?code=001440,NAVER_PUBLIC,OK,2026-09-01,001440,대한전선,,Y,,,,,,1.2334058297033317,2.0281636994296357,Public Naver pull; history-dependent fields require BPS history input.,0.9087271392821824,2.9700014305766054
33.1,5909.0,28.0,6983.0,9.01,21709.21,195600.0,59937.0,"기업개요 동사는 1994년 산일전기 주식회사로 설립된 산업용 변압기 제조 업체로, 2024년 유가증권시장에 상장하고 2025년 산일파트너스를 신설하였음. 전력용 변압기와 배전용 변압기를 주로 제조하며, 72kV까지 전압을 다루는 배전 변압기 시장을 주요 목표로 하고 있음. 주요 제품은 전력망용 일반변압기와 신재생에너지용 특수변압기로, 2026년 기준 수출 비중 97% 이상으로 글로벌 시장 목표하고 있음.",금융·보험;전력·에너지,0.3217,https://finance.naver.com/item/main.naver?code=062040,NAVER_PUBLIC,OK,2026-09-01,062040,산일전기,,Y,,,,,,2.6891812276909204,7.223662215253342,Public Naver pull; history-dependent fields require BPS history input.,1.3657797773387426,9.01000082453484
7.84,3731.0,7.0,3969.0,0.92,31793.48,29250.0,54557.0,"기업개요 동사는 2013년 전북은행을 주식의 포괄적 이전 방식으로 설립한 금융지주회사로, 자회사에 대한 경영관리 및 자금지원 업무를 영위하고 있음. 자회사로 전북은행, 광주은행, JB우리캐피탈, JB자산운용, JB인베스트먼트가 있으며, 손자회사로 캄보디아 PPCBank, 베트남 JBSV 등을 보유하고 있음. 동사는 수익구조 다변화를 위해 동남아시아 해외진출을 추진하고, 핀다, 한패스 등과의 전략적 제휴를 통해 시너지를 강화하고 있음.",금융·보험,0.1248,https://finance.naver.com/item/main.naver?code=175330,NAVER_PUBLIC,OK,2026-09-01,175330,JB금융지주,,Y,,,,,,0.26546323334218214,0.7190153452846307,Public Naver pull; history-dependent fields require BPS history input.,0.21891280853810277,0.9199999496752165
12.23,10602.0,11.0,12079.0,1.26,102936.51,129700.0,51268.0,"기업개요 동사는 2017년 오리온홀딩스에서 음·식료품 사업에 집중하기 위해 분할되어 설립된 법인임. 비스킷, 파이, 껌, 초콜릿, 스낵 등 과자류를 익산, 청주 공장에서 생산하여 국내외에 판매하고 있으며, 해외사업은 수출과 현지법인을 통한 생산·판매를 함께하고 있음. 중국, 베트남, 러시아, 인도에서 여러 법인을 운영 중이며, 초코파이, 포카칩 등의 강력한 브랜드를 보유하고 있음.",,0.1173,https://finance.naver.com/item/main.naver?code=271560,NAVER_PUBLIC,OK,2026-09-01,271560,오리온,,Y,,,,,,0.9403854861603527,1.2182266525259113,Public Naver pull; history-dependent fields require BPS history input.,0.8102081564646014,1.259999974741712
132.01,1996.0,27.0,9823.0,1.2,219583.33,263500.0,49196.0,"기업개요 동사는 1959년 소다회 및 관련 제품의 제조·판매를 목적으로 설립되었으며, 2023년 베이직케미컬, 카본케미컬 사업부문을 OCI(주)로 분할하고 OCI 홀딩스(주)를 출범함. 같은 해 공개매수 및 현물출자에 의한 유상증자를 통해 지주회사로 전환을 완료하고, 자회사 지분의 관리 및 투자를 목적으로 함. 종속회사는 도시개발, 기초 화학소재, 태양광용 폴리실리콘, 태양광 발전소 운영 등의 사업을 영위하고 있음.",화학·소재;전력·에너지,0.0447,https://finance.naver.com/item/main.naver?code=010060,NAVER_PUBLIC,OK,2026-09-01,010060,OCI홀딩스,,Y,,,,,,0.34141116267796834,0.4919071042414741,Public Naver pull; history-dependent fields require BPS history input.,0.26322581044745064,1.200000018216319
7.81,28673.0,10.0,21722.0,1.23,182113.82,224000.0,48258.0,"기업개요 동사는 1997년 설립된 한국의 대표 게임사로, 2003년 유가증권시장에 상장하며 ArenaNet 등 여러 계열사를 보유하고 있음. 2025년 JustPlay, Lihuhu, 스프링컴즈 등 국내외 모바일 캐주얼 플랫폼 및 개발사를 인수해 사업 확장함. PC/모바일 게임 개발 및 서비스를 진행하며, 주요 PC 게임으로 리니지, 아이온, 길드워2 등이 있고, 모바일 게임으로 리니지M, 리니지2M, 리니지W 등을 서비스하고 있음.",금융·보험;스마트폰;플랫폼·인터넷,0.1193,https://finance.naver.com/item/main.naver?code=036570,NAVER_PUBLIC,OK,2026-09-01,036570,NC,,Y,,,,,,1.0553839351675782,2.3260178716804694,Public Naver pull; history-dependent fields require BPS history input.,0.7605133976103515,1.2300000076875
6.95,852.0,5.0,1302.0,0.3,19733.33,5920.0,51416.0,"기업개요 동사는 1946년 설립된 국내 대표 생명보험사로, 한화금융네트워크의 지주회사 역할을 하고 있음. 생명보험업을 핵심으로 보장성·저축성·단체보험 등 다양한 보험상품을 제공하며, 손해보험, 자산운용, 증권 등 종합금융서비스를 영위하고 있음. 베트남·인도네시아 현지법인과 미국 증권사 인수를 통해 글로벌 사업을 확대하고, 한화생명금융서비스로 강력한 판매 네트워크를 구축하고 있음.",금융·보험,0.066,https://finance.naver.com/item/main.naver?code=088350,NAVER_PUBLIC,OK,2026-09-01,088350,한화생명,,Y,,,,,,0.12668921058939367,0.16748313639917842,Public Naver pull; history-dependent fields require BPS history input.,0.10236488215623009,0.3000000506756842
