trailing_per,trailing_eps,forward_per_consensus,forward_eps_consensus,current_pbr,current_bps,close,market_cap,business_overview,business_keywords,roe_estimate,source_url,source_id,quality_flag,as_of,ticker,company,sector,in_kospi200,py_end_per,py_end_eps,roe_2y,roe_1y,roe_current,pbr_band_low,pbr_band_high,update_note,pbr_5y_min,current_pbr_from_history
8.19,4216.0,8.0,4404.0,0.66,52348.48,34550.0,254559.0,기업개요 동사는 2019년 설립된 금융지주회사로 1899년 대한천일은행을 모태로 한 우리은행을 핵심 자회사로 보유하고 있음. 2025년 동양생명보험과 에이비엘생명보험 인수로 보험업에 진출하였으며 24개국 글로벌 네트워크를 통해 다양한 금융사업을 영위하고 있음. 동사는 '오늘의 혁신으로 내일의 가치를 만드는 금융그룹' 비전 하에 비은행 부문 수익 기여 본격화를 통해 주주환원 확대와 생산적 금융 지원을 하고 있음.,금융·보험,0.0841,https://finance.naver.com/item/main.naver?code=316140,NAVER_PUBLIC,OK,2026-09-01,316140,우리금융지주,,Y,,,,,,0.23156355256160252,0.48540091326433926,Public Naver pull; history-dependent fields require BPS history input.,0.20439944006015073,0.6600000611288045
27.18,3480.0,15.0,6246.0,1.31,72213.74,94600.0,203191.0,"기업개요 동사는 1984년 설립된 국내 대표 이동통신 사업자로, SK브로드밴드 등 19개 연결대상 종속회사를 보유하고 있음. 이동전화, 무선데이터 등 무선통신사업(매출비중 73%), 초고속인터넷, IPTV 등 유선통신사업(25%), 기타사업(2%)을 영위하고 있음. 2019년 세계 최초 5G 상용화를 통해 프리미엄 네트워크 사업자 위상을 유지하며, 5G 가입자 기반의 안정적 매출과 네트워크 투자 효율화로 견고한 수익성을 확보하고 있음.",플랫폼·인터넷;가전·TV,0.0865,https://finance.naver.com/item/main.naver?code=017670,NAVER_PUBLIC,OK,2026-09-01,017670,SK텔레콤,,Y,,,,,,0.6915581439210875,0.7951395399268892,Public Naver pull; history-dependent fields require BPS history input.,0.6030708283492864,1.310000008308668
-6951.0,,8.0,17090.0,0.88,153750.0,135300.0,228728.0,"기업개요 동사는 2007년 SK그룹 산하 설립되었으며 2024년 SK E&S와 합병으로 아시아·태평양 민간 최대 종합 에너지 회사가 되었음. 석유·화학, LNG, 전력, 배터리 등 균형 잡힌 Energy Portfolio와 수직계열화된 밸류체인을 보유하고 있음. 동사는 Total Energy Company로 성장하기 위해 전기 사업 전환, Global LNG 확장, ESS 사업 다각화로 친환경 포트폴리오 확대하고 있음.",전력·에너지;화학·소재;배터리,0.1112,https://finance.naver.com/item/main.naver?code=096770,NAVER_PUBLIC,OK,2026-09-01,096770,SK이노베이션,,Y,,,,,,0.718048780487805,1.2008312195121953,Public Naver pull; history-dependent fields require BPS history input.,0.527479674796748,0.88
2.65,12213.0,5.0,6355.0,0.41,78902.44,32350.0,207675.0,"기업개요 동사는 1982년 한국전력공사법에 따라 설립되어 1989년 상장하였으며, 한국수력원자력 등 169개 종속회사를 보유하고 있음. 전력자원의 개발, 발전, 송전, 변전, 배전 및 관련 영업을 영위하며, 전기판매부문이 매출의 95.2%를 차지함. 해외 원전 수출 확대를 위해 베트남, 튀르키예, UAE 등과 협력 MOU를 체결하고, ESS, 스마트그리드, 수소·암모니아 등 신사업을 적극 추진하고 있음.",전력·에너지,0.0805,https://finance.naver.com/item/main.naver?code=015760,NAVER_PUBLIC,OK,2026-09-01,015760,한국전력,,Y,,,,,,0.2450874776496139,0.45410509484877787,Public Naver pull; history-dependent fields require BPS history input.,0.20861205306198388,0.40999999493044825
14.35,1488.0,11.0,1968.0,0.7,30500.0,21350.0,201381.0,"기업개요 동사는 1976년 설립된 종합해운물류기업으로, 1995년 유가증권시장에 상장하였으며, 국내외 34개 종속회사를 보유하고 있음. 컨테이너, 벌크(유조선/건화물선), 터미널 등의 사업부문을 영위하며, 소형선부터 초대형 컨테이너선, VLCC를 포함한 선대와 전세계 항로망을 바탕으로 고객 맞춤형 물류솔루션을 제공하고 있음. 2023년 메탄올 연료 추진 컨테이너선 발주, 바이오 선박유 시범 운항 등 친환경 경쟁력 확보를 지속하고 있음.",유통·물류;금융·보험;조선·해양,0.0645,https://finance.naver.com/item/main.naver?code=011200,NAVER_PUBLIC,OK,2026-09-01,011200,HMM,,Y,,,,,,0.5887213114754098,0.7626229508196721,Public Naver pull; history-dependent fields require BPS history input.,0.460983606557377,0.7
92.27,2330.0,,,27.31,7872.57,215000.0,204921.0,"기업개요 동사는 1980년 반도체 자동화 장비의 제조 및 판매를 목적으로 설립되었으며, 2005년 유가증권시장에 상장함. 주물, 설계, 제작, 조립, 검사와 테스트까지의 수직통합제조 시스템을 구축하여 글로벌 주요 AI 반도체 기업에 최첨단 장비를 공급하고 있음. 주력 장비인 HBM TC 본더는 메모리칩에 정밀한 열과 압력을 가해 고적층 HBM을 생산하는 핵심 장비이며, MSVP는 세계 시장점유율 1위를 유지하고 있음.",반도체;금융·보험,0.4253,https://finance.naver.com/item/main.naver?code=042700,NAVER_PUBLIC,OK,2026-09-01,042700,한미반도체,,Y,,,,,0.296,2.0444403796981168,17.435221280979402,Public Naver pull; history-dependent fields require BPS history input.,1.371851885724738,27.31001439174247
9.4,13340.0,8.0,14819.0,1.93,64974.09,125400.0,209853.0,"기업개요 동사는 2011년 국내 최초의 보험지주회사로 설립되었으며, 메리츠화재해상보험, 메리츠증권, 메리츠캐피탈 등 344개의 종속회사를 보유하고 있음. 주요 사업부문은 손해보험업, 금융투자업, 여신전문금융업으로 구성되어 있음. 지주체제를 통해 리스크관리 역량 강화, 수익성 경영 정착, 고객 집중을 통한 서비스 경쟁력 확보와 선제적 위기 대응체제 구축을 추진하고 있음.",금융·보험,0.2281,https://finance.naver.com/item/main.naver?code=138040,NAVER_PUBLIC,OK,2026-09-01,138040,메리츠금융지주,,Y,,,,,,0.589773554350665,1.7271500070258776,Public Naver pull; history-dependent fields require BPS history input.,0.3208971453082298,1.9300000969617275
10.95,3187.0,7.0,4979.0,1.44,24236.11,34900.0,189514.0,"기업개요 동사는 1970년 설립된 금융투자업자로, 1975년 상장했으며 미래에셋벤처투자 등 144개 종속회사를 보유하고 있음. 투자매매업, 투자중개업, 투자자문업, 투자일임업, 신탁업을 주요 사업으로 전 세계 11개 지역에서 글로벌 투자전문기업으로 활동 중임. AI 기반 금융서비스 제공, 연금사업 육성, 글로벌 네트워크와 해외투자 선도 및 토큰증권, 종합투자계좌 등 신규사업을 추진하고 있음.",금융·보험,0.2054,https://finance.naver.com/item/main.naver?code=006800,NAVER_PUBLIC,OK,2026-09-01,006800,미래에셋증권,,Y,,,,,,0.2842040244907289,0.8705109854675525,Public Naver pull; history-dependent fields require BPS history input.,0.2456664869073461,1.440000066017195
14.1,12405.0,14.0,12547.0,1.88,93031.91,174900.0,181564.0,"기업개요 동사는 1987년 한국전매공사로 설립되어 1999년 유가증권시장에 상장하였으며, 현재 33개의 연결대상 종속회사를 보유하고 있음. 궐련 및 차세대 전자담배(HNB) 제조·판매를 주력으로 하며, 건강기능식품, 부동산, 의약품·화장품 사업부문을 영위하고 있음. 국내 성공을 기반으로 중동, CIS, 아태 등으로 수출을 다변화하고, PMI와의 전략적 제휴를 통해 글로벌 사업을 확장하고 있음.",금융·보험;바이오·제약,0.1349,https://finance.naver.com/item/main.naver?code=033780,NAVER_PUBLIC,OK,2026-09-01,033780,KT&G,,Y,,,,,,0.8984014194699431,1.454554679141813,Public Naver pull; history-dependent fields require BPS history input.,0.8341223995078677,1.8800000988907999
-19319.0,,-65.0,-4332.0,0.62,454838.71,282000.0,199070.0,"기업개요 동사는 2001년 (주)LG화학에서 분할 신설되었으며, 2020년 전지사업부문을 물적분할하여 (주)LG에너지솔루션을 설립함. 연결대상 종속기업 76사로 구성되어 석유화학, 첨단소재, 생명과학, LG에너지솔루션 및 (주)팜한농 사업을 운영하고 있음. 석유화학은 PE, PVC, ABS 등을 생산하고, 첨단소재는 양극재·분리막 등 전지소재와 전자소재를, 생명과학은 당뇨신약 '제미글로' 등 의약품을 생산하고 있음.",화학·소재;배터리;전력·에너지,-0.0095,https://finance.naver.com/item/main.naver?code=051910,NAVER_PUBLIC,OK,2026-09-01,051910,LG화학,,Y,,,,,,0.6237375882101152,1.416326240130265,Public Naver pull; history-dependent fields require BPS history input.,0.4010212763113324,0.6199999995602836
32.71,642.0,20.0,1063.0,3.76,5585.11,21000.0,184800.0,"기업개요 동사는 1974년 설립되어 1994년 한국증권거래소에 주식을 상장한 조선해양 전문 기업임. 국내 거제조선소와 대덕·판교 R&D센터를 운영하고 있으며, 해외 8개 종속회사가 선박 및 선박블록 제작, 해양설비 설계 등을 담당하고 있음. 조선해양부문에서 LNG-FPSO, FPU, 초대형컨테이너선, LNG선, 원유운반선 등을 건조·판매하고 있으며, 토건부문에서 토목, 건축, 하이테크 공사를 수행하고 있음.",금융·보험;조선·해양;건설·인프라,0.1903,https://finance.naver.com/item/main.naver?code=010140,NAVER_PUBLIC,OK,2026-09-01,010140,삼성중공업,,Y,,,,,,1.0184221975932435,3.7385118645827933,Public Naver pull; history-dependent fields require BPS history input.,0.8791232401868541,3.759997564953958
29.22,8386.0,27.0,9025.0,1.84,133152.17,245000.0,189575.0,"기업개요 동사는 1985년 설립되어 2014년 한국거래소에 상장한 삼성그룹 계열의 IT서비스 및 물류 전문기업임. 클라우드, SI, ITO 서비스를 제공하며, SCP 기반 CSP, End-to-End MSP, 브리티웍스·케이던시아 등 SaaS 솔루션을 운영하고 있음. AI 풀스택 역량으로 기업 고객의 AX를 지원하며, AX센터를 통해 비즈니스 구조 변화를 주도하고 있음.",유통·물류,0.0678,https://finance.naver.com/item/main.naver?code=018260,NAVER_PUBLIC,OK,2026-09-01,018260,삼성에스디에스,,Y,,,,,,0.9519934973647067,1.2513502408560069,Public Naver pull; history-dependent fields require BPS history input.,0.8539102291761372,1.840000054073471
69.54,17343.0,53.0,22687.0,8.26,146004.84,1206000.0,195297.0,"기업개요 동사는 1933년 설립된 두산그룹의 지주회사로, 두산에너빌리티, 두산밥캣, 두산퓨얼셀, 두산로보틱스 등 총 23개 계열회사를 지배하고 있음. 자체 사업으로 전자BG에서 CCL을 생산하고, 디지털이노베이션BU에서 AI, 데이터분석, 클라우드 등 토탈 IT 서비스를 제공하고 있음. 주요 자회사들은 발전플랜트 EPC, 소형 건설기계, 발전용 연료전지, 협동로봇, 시스템반도체 테스트 등 다양한 사업을 영위하고 있음.",전력·에너지;건설·인프라;배터리,0.1554,https://finance.naver.com/item/main.naver?code=000150,NAVER_PUBLIC,OK,2026-09-01,000150,두산,,Y,,,,,,0.6106646875541935,4.075207369837877,Public Naver pull; history-dependent fields require BPS history input.,0.43491708904992465,8.260000147940302
6.33,34618.0,4.0,49734.0,1.27,172440.94,219000.0,172994.0,"기업개요 동사는 2017년 HD한국조선해양㈜의 인적분할로 출범한 지주회사로, HD현대중공업㈜, HD현대오일뱅크㈜ 등 94개 연결대상 종속회사를 보유하고 있음. 조선해양, 정유, 전기전자, 건설기계, 선박서비스, 기타(산업용 로봇) 등 다양한 사업을 영위하고 있음. 친환경 선박 기술 개발, AI 및 로보틱스 기술 고도화, 신재생에너지 사업 확대, 디지털 전환을 통한 스마트 솔루션 제공 등 미래 성장 동력 확보에 주력하고 있음.",조선·해양;건설·인프라;전력·에너지,0.2884,https://finance.naver.com/item/main.naver?code=267250,NAVER_PUBLIC,OK,2026-09-01,267250,HD현대,,Y,,,,,,0.34087032928491345,0.862672170541404,Public Naver pull; history-dependent fields require BPS history input.,0.2774863092256398,1.2700000359543389
24.99,4813.0,16.0,7622.0,0.6,200500.0,120300.0,181883.0,"기업개요 동사는 1947년 설립 후 2003년 국내 최초 지주회사로 전환하여 LG전자 등 9개 국내 자회사를 보유한 순수지주회사임. 주요 종속회사로 LG씨엔에스, 디앤오, LG경영개발원, LG스포츠 등이 있으며, 이들은 통신장비 제조, 석유화학 및 2차전지 제조, 유무선 통신업 등을 영위하고 있음. 동사는 배당수익, 브랜드 상표권 사용수익, 임대수익 등이 주 수입원이며, 그룹 경영효율성 및 지배구조 개선을 통해 지속 성장 중임.",화학·소재;배터리,0.038,https://finance.naver.com/item/main.naver?code=003550,NAVER_PUBLIC,OK,2026-09-01,003550,LG,,Y,,,,,,0.3749625935162095,0.4445885286783043,Public Naver pull; history-dependent fields require BPS history input.,0.30673316708229426,0.6
6.29,3325.0,6.0,3504.0,0.45,46444.44,20900.0,166662.0,"기업개요 동사는 1961년 중소기업은행법에 따라 중소기업 신용제도 확립을 목표로 설립되었고, 2003년 상장하였음. IBK캐피탈, IBK투자증권 등 9개 비은행 자회사와 기업은행(중국)유한공사 등 4개 해외법인, 9개 해외지점, 2개 사무소 운영하고 있음. 예금·적금 수입, 자금 대출, 내·외국환 업무와 중소기업금융채권 발행을 통한 금융지원을 주요 사업으로 하고 있음.",금융·보험,0.0754,https://finance.naver.com/item/main.naver?code=024110,NAVER_PUBLIC,OK,2026-09-01,024110,기업은행,,Y,,,,,,0.22409571522447036,0.4168421451523584,Public Naver pull; history-dependent fields require BPS history input.,0.19119619054509,0.45000004306220504
11.61,13069.0,6.0,25753.0,1.75,86685.71,151700.0,170788.0,"기업개요 동사는 1976년 설립, 1987년 유가증권시장 상장된 정유사로, Saudi Aramco 종속회사인 Aramco Overseas Company B.V.가 지분 63.4%를 보유한 최대주주임. 하루 66만 9천배럴 원유정제능력을 보유하고 있으며, 정유부문이 전체 매출의 70% 이상을 차지함. 또한, 윤활기유 및 석유화학 사업으로 다각화된 포트폴리오를 구축하고 있음.",금융·보험;화학·소재,0.2971,https://finance.naver.com/item/main.naver?code=010950,NAVER_PUBLIC,OK,2026-09-01,010950,S-Oil,,Y,,,,,,0.7196111100664688,1.1432103399741433,Public Naver pull; history-dependent fields require BPS history input.,0.5848714857385375,1.7500000865194505
46.62,783.0,28.0,1320.0,1.37,26642.34,36500.0,161688.0,"기업개요 동사는 1995년 주식회사 다음커뮤니케이션으로 설립되었으며, 2014년 주식회사 카카오와 합병 후 현재의 사명으로 변경하였음. 2017년 유가증권시장에 상장하였고, 카카오모빌리티, 카카오페이, 카카오엔터테인먼트 등 148개의 종속회사를 보유하고 있음. 국내 1위 메신저 카카오톡을 중심으로 플랫폼 부문에서 톡비즈, 포털비즈, 카카오페이 사업을 영위하고, 콘텐츠 부문에서 뮤직, 스토리, 미디어 콘텐츠 사업을 전개하고 있음.",금융·보험;플랫폼·인터넷,0.0495,https://finance.naver.com/item/main.naver?code=035720,NAVER_PUBLIC,OK,2026-09-01,035720,카카오,,Y,,,,,,1.5490381100158621,2.528306447556784,Public Naver pull; history-dependent fields require BPS history input.,1.2442600762545633,1.3699997823014045
52.6,13022.0,42.0,16364.0,9.38,73027.72,685000.0,150700.0,"기업개요 동사는 1998년 설립되었으며, 금성정밀공업은 1976년 자주국방 기치 아래 설립됨. 2026년 LIG디펜스앤에어로스페이스로 사명 변경하고, 미국 방산시장 진출 위해 LIG Defense Americas Inc.와 U.S. Inc.를 신규 편입함. 종속회사로 LIG정밀기술, 로봇개발 업체 Ghost Robotics 지분투자 목적의 LNGR LLC, 장애인 표준사업장 블랑제리길 보유하고 있음.",방산,0.2241,https://finance.naver.com/item/main.naver?code=079550,NAVER_PUBLIC,OK,2026-09-01,079550,LIG디펜스앤에어로스페이스,,Y,,,,,,1.0639795409195303,6.529027607598868,Public Naver pull; history-dependent fields require BPS history input.,0.6381138559440168,9.379999813769347
10.2,20548.0,9.0,22193.0,1.44,145486.11,209500.0,157125.0,"기업개요 동사는 2001년 현대자동차 그룹의 물류 효율성 추구를 위해 설립되고, 2005년 유가증권시장에 상장됨. 종합물류업(완성차·부품·벌크물류), 유통판매업(CKD부품 공급, 중고차 경매·수출, 비철금속 트레이딩), 해운업(PCTC 완성차 운송, 벌크선 화물 운송)을 영위함. 동사는 37척 LNG 이중연료 자동차선 확보로 저탄소 위치를 선도하고, 배터리 선순환 체계 및 스마트물류솔루션 투자로 지속가능경영을 추진하고 있음.",자동차;유통·물류;금융·보험,0.1525,https://finance.naver.com/item/main.naver?code=086280,NAVER_PUBLIC,OK,2026-09-01,086280,현대글로비스,,Y,,,,,,0.5910103720554493,1.1305546625722553,Public Naver pull; history-dependent fields require BPS history input.,0.5277479753909153,1.4400000109976137
37.52,11527.0,27.0,15750.0,24.99,17306.92,432500.0,161920.0,"기업개요 동사는 2014년 설립된 화장품 및 홈 뷰티 디바이스 전문 기업으로, 2024년 유가증권시장에 상장함. 자회사 에이피알팩토리를 통해 디바이스 생산을 담당하며, 13개의 비상장 종속회사를 보유하고 있음. 화장품 부문에서는 메디큐브, 에이프릴스킨, 포맨트를 운영하고, 홈 뷰티 디바이스 부문에서는 메디큐브 에이지알 브랜드의 부스터프로를 주력 제품으로 판매하고 있음.",금융·보험,0.91,https://finance.naver.com/item/main.naver?code=278470,NAVER_PUBLIC,OK,2026-09-01,278470,에이피알,,Y,,,,,,3.07969297830001,17.981246807635333,Public Naver pull; history-dependent fields require BPS history input.,2.4816662930203646,24.990003998400642
17.61,7400.0,16.0,8202.0,4.17,31247.0,130300.0,142212.0,"기업개요 동사는 1977년 창립된 현대자동차그룹 계열 종합기계 기업으로, 종합무기체계·우주발사체 등 디펜스솔루션, 레일솔루션, 에코플랜트 사업을 영위함. 주요 제품으로 K2전차, 차륜형장갑차 등 지상무기체계와 KTX-이음, KTX-청룡 고속전철, 철도차량, 무인항만로봇, 수소충전소 설비 등이 있음. 동사는 AI·무인화 기조에 대응해 미래 기술 확보에 역량을 집중하고 있음.",자동차;방산;건설·인프라,0.2625,https://finance.naver.com/item/main.naver?code=064350,NAVER_PUBLIC,OK,2026-09-01,064350,현대로템,,Y,,,,,,0.7981566230358115,5.751592152846674,Public Naver pull; history-dependent fields require BPS history input.,0.5840560693826607,4.170000320030723
378.06,506.0,592.0,323.0,4.05,47234.57,191300.0,170154.0,"기업개요 동사는 1971년 내화물 제조 및 산업용 노재 정비를 위해 설립되고, 1994년 삼화화성 흡수 합병을 통해 종합 노재회사로 발전함. 2010년 LS엠트론의 음극재 사업부 인수, 2019년 포스코ESM 흡수 합병으로 국내 유일의 음극재와 양극재 동시 생산 기업으로 성장함. 포스코그룹으로서 배터리 소재의 풀 밸류체인을 구축하고, 글로벌 생산 거점을 확대하고 있음.",전력·에너지;배터리;화학·소재,0.0068,https://finance.naver.com/item/main.naver?code=003670,NAVER_PUBLIC,OK,2026-09-01,003670,포스코퓨처엠,,Y,,,,,,2.8902136718932767,5.690552491533214,Public Naver pull; history-dependent fields require BPS history input.,2.054173458126114,4.049999820047055
71.75,984.0,96.0,737.0,2.94,24013.61,70600.0,133377.0,"기업개요 동사는 2000년 삼성톰슨CSF로 설립되어 2015년 한화그룹에 합류하였으며, 2019년 유가증권시장에 상장됨. 미국 소재 Hanwha Philly Shipyard Inc.를 주요 종속회사로 확보하여 미국 함정 MRO 시장 진입 및 글로벌 수출 거점을 공고히 하고 있음. 방산부문은 감시정찰, 지휘통제통신, AESA 레이다 포함 항공전자, 수상함 및 잠수함 전투체계, 초소형 관측위성체계, MRO 등을 영위하고 있음.",금융·보험;화학·소재;방산,0.0307,https://finance.naver.com/item/main.naver?code=272210,NAVER_PUBLIC,OK,2026-09-01,272210,한화시스템,,Y,,,,,,0.5940797739282015,2.2578862570017586,Public Naver pull; history-dependent fields require BPS history input.,0.43933419423401976,2.9399994419831086
10.5,5141.0,9.0,5711.0,0.69,78260.87,54000.0,136091.0,"기업개요 동사는 1981년 정보통신사업을 영위할 목적으로 설립되었으며, 1998년 유가증권시장에 상장하였음. 무선통신, 초고속인터넷, IPTV 등 유무선 통신사업을 기반으로 AX(AI Transformation) 역량을 통해 AICT 기업으로 변화해 나가고 있음. 연결대상 종속회사는 78개로 비씨카드를 통한 신용카드사업, 케이티스카이라이프를 통한 위성방송서비스, 케이티에스테이트를 통한 부동산사업 등을 영위하고 있음.",금융·보험;플랫폼·인터넷;가전·TV,0.073,https://finance.naver.com/item/main.naver?code=030200,NAVER_PUBLIC,OK,2026-09-01,030200,KT,,Y,,,,,,0.41578888657895063,0.659844440778642,Public Naver pull; history-dependent fields require BPS history input.,0.37438888680895066,0.6899999961666667
21.06,28019.0,15.0,39359.0,2.19,269406.39,590000.0,139635.0,"기업개요 동사는 1970년 금성알프스전자로 설립, 2008년 유가증권시장에 상장 후 2009년 LG마이크론과 합병한 LG그룹 종합 전자부품업체임. 광학솔루션, 패키지솔루션, 모빌리티솔루션 3개 사업부 체제로 카메라모듈, 반도체기판, 모터/센서, 통신모듈 등을 제조·판매함. 국내 구미, 광주, 파주 및 중국, 인도네시아, 폴란드, 멕시코, 베트남에 생산법인을 운영하며 글로벌 네트워크를 구축하고 있음.",금융·보험;반도체,0.1461,https://finance.naver.com/item/main.naver?code=011070,NAVER_PUBLIC,OK,2026-09-01,011070,LG이노텍,,Y,,,,,,0.7022847527855594,1.254981368482017,Public Naver pull; history-dependent fields require BPS history input.,0.5114949203691864,2.1900000219
69.93,1819.0,51.0,2475.0,6.53,19479.33,127200.0,123988.0,"기업개요 동사는 1999년 항공기 부품 및 완제품 제조·판매를 목적으로 설립된 항공우주 전문기업으로, 2011년 유가증권시장에 상장하였음. 본사를 거점으로 산청, 종포, 고성 등 3개 사업장과 서울, 대전 사무소를 운영하며, 유럽, 미주, 동남아시아, 아프리카 등에 현지법인 및 해외사무소를 통해 글로벌 네트워크를 구축하고 있음. 종속회사로는 에비오시스테크놀러지스, 한국항공서비스, 에스앤케이항공, 제노코, 한국표면처리 등을 보유하고 있음.",금융·보험,0.1271,https://finance.naver.com/item/main.naver?code=047810,NAVER_PUBLIC,OK,2026-09-01,047810,한국항공우주,,Y,,,,,,2.414867451806607,4.922140545901734,Public Naver pull; history-dependent fields require BPS history input.,1.4733566298224834,6.529998721721948
58.36,6957.0,52.0,7759.0,5.88,69047.62,406000.0,111341.0,"기업개요 동사는 2000년 설립된 현대자동차그룹 계열의 IT서비스 전문기업으로, 11개의 비상장 종속회사를 보유하고 있음. IT 컨설팅부터 구축, 운영, 유지보수까지 전 과정을 수행하는 IT서비스업과 차량 SW 플랫폼, 내비게이션 SW 등 차량용 SW 사업을 영위하고 있음. IT서비스 부문은 SI와 ITO로 구분되며, 차량용 SW 부문은 SDV 전환 흐름에 따라 중요성이 지속 확대되고 있음.",자동차;플랫폼·인터넷,0.1124,https://finance.naver.com/item/main.naver?code=307950,NAVER_PUBLIC,OK,2026-09-01,307950,현대오토에버,,Y,,,,,,1.7173654935535794,2.676413756187397,Public Naver pull; history-dependent fields require BPS history input.,1.3831034291985735,5.879999918896553
30.24,3992.0,26.0,4573.0,1.46,82671.23,120700.0,134406.0,"기업개요 동사는 1950년 토목과 건축공사를 주요 사업 목적으로 설립되었으며, 45개의 종속회사를 보유하고 있음. 토목, 건축/주택, 플랜트/뉴에너지 부문을 영위하며 한국도로공사, 국토교통부, LH공사, ARAMCO, 한국전력을 주요 거래처로 두고 있음. 동사는 에너지 사업 중심 성장, 해외 선진 시장 진출, 핵심 상품 지배력 강화를 추진하고, SMR, 수소 등 신사업 발굴과 디지털 기술 적용으로 생산 방식 혁신을 하고 있음.",건설·인프라;전력·에너지,0.0553,https://finance.naver.com/item/main.naver?code=000720,NAVER_PUBLIC,OK,2026-09-01,000720,현대건설,,Y,,,,,,0.4121143473975167,0.7959238056576637,Public Naver pull; history-dependent fields require BPS history input.,0.308450714958517,1.4600000508036473
8.5,22663.0,8.0,25122.0,1.01,190693.07,192600.0,126153.0,"기업개요 동사는 1962년 한국자동차보험공영사로 출발해 자동차보험을 독점 판매 시작했고, 1983년 동부그룹 인수 후 2017년 DB손해보험으로 사명을 변경했음. 주요 종속회사로 DB생명보험, DB캐피탈, 베트남 DBV Insurance Group 등을 보유하며, 장기보험, 자동차보험, 일반보험 등을 운영하고 있음. 미국을 해외 거점시장으로 집중 공략하고 중국, 인도네시아, 베트남 현지 보험사 지분투자로 글로벌화를 추진하고 있음.",자동차;금융·보험,0.1317,https://finance.naver.com/item/main.naver?code=005830,NAVER_PUBLIC,OK,2026-09-01,005830,DB손해보험,,Y,,,,,,0.33918379939029775,0.6657819290444064,Public Naver pull; history-dependent fields require BPS history input.,0.2810799574415578,1.0099999963291797
5.05,24679.0,5.0,26608.0,0.72,173194.44,124700.0,115840.0,"기업개요 동사는 2004년 LG를 인적분할하여 설립된 지주회사로, GS에너지, GS리테일, GS글로벌 등을 자회사로 두고 있음. 주요 자회사를 통해 정유, 석유화학, LNG, 전력/집단에너지 사업을 영위하고, 소매유통업과 호텔 운영 등의 다양한 포트폴리오를 보유하고 있음. 신규 자회사 GS에이아이인프라를 통해 데이터센터 구축을 검토하고 전기차 충전, 폐배터리 리사이클링, 신재생에너지 등 지속가능한 성장을 추진하고 있음.",전력·에너지;화학·소재;유통·물류,0.1536,https://finance.naver.com/item/main.naver?code=078930,NAVER_PUBLIC,OK,2026-09-01,078930,GS,,Y,,,,,,0.2297417861681934,0.28615237302075064,Public Naver pull; history-dependent fields require BPS history input.,0.20266239493600371,0.7200000184763437
23.05,64729.0,20.0,75108.0,7.34,203269.75,1492000.0,112392.0,"기업개요 동사는 1961년 설립된 식품 제조기업으로, 1975년 유가증권시장에 상장되었으며, 삼양제분, 삼양로지스틱스 등 15개 종속회사를 보유함. 국내 최초로 라면을 출시하여 식문화 발전에 기여하고, 원주, 익산, 밀양 공장에서 면류, 스낵류, 소스, 냉동식품 등을 제조함. 미주, 일본, 중국, 동남아, 유럽 등지에 판매 법인을 두고 글로벌 사업을 운영하며, 중국은 27년 1월 완공 목표로 현지 생산시설을 건설 중임.",금융·보험;전력·에너지;건설·인프라,0.3695,https://finance.naver.com/item/main.naver?code=003230,NAVER_PUBLIC,OK,2026-09-01,003230,삼양식품,,Y,,,,,,0.5261973313786237,5.757866086813214,Public Naver pull; history-dependent fields require BPS history input.,0.39061395018196265,7.340000172184991
4.75,40219.0,4.0,49995.0,0.87,219540.23,191000.0,106436.0,"기업개요 동사는 2003년 설립된 금융지주회사로, 한국투자증권, 신탁운용, 저축은행, 캐피탈 등 다수 금융계열사를 보유하고 있음. 한국투자증권은 자산관리, IB, 자기자본투자 등 다변화된 수익모델을 구축하였고, 자산운용 계열사들은 ETF, 가치투자, 실물대체투자에서 경쟁력을 확보하고 있음. 동사는 디지털화와 AI 등 새로운 금융환경에 대응하며, 해외 시장에 진출해 글로벌 종합금융그룹으로 성장하고 있음.",금융·보험,0.2277,https://finance.naver.com/item/main.naver?code=071050,NAVER_PUBLIC,OK,2026-09-01,071050,한국금융지주,,Y,,,,,,0.2613643977689192,0.6642062823747612,Public Naver pull; history-dependent fields require BPS history input.,0.21636125643122447,0.8699999995445026
13.05,17700.0,11.0,20133.0,1.39,166187.05,231000.0,105677.0,"기업개요 동사는 2007년 설립된 게임 개발 및 퍼블리싱 기업으로, 글로벌 IP 배틀그라운드를 기반으로 200개국 이상에 게임 서비스를 제공하고 있음. 2025년 10월 일본 3대 종합광고회사 ADK 그룹에 투자하였으며, 7월에는 애드테크 기업 ㈜넵튠에 투자를 단행함. 게임 부문과 광고 부문을 영위하며, 배틀그라운드 IP를 중심으로 인조이, 라스트 에포크, 미메시스 등 주요 타이틀의 스케일업을 추진하고 있음.",,0.1211,https://finance.naver.com/item/main.naver?code=259960,NAVER_PUBLIC,OK,2026-09-01,259960,크래프톤,,Y,,,,,,1.189021647595285,2.0158008701640715,Public Naver pull; history-dependent fields require BPS history input.,0.8941731621086,1.3900000030086581
